time,angry,disgust,fear,happy,sad,surprise,neutral
1.5815186500549316,1.7074454575777054,2.1408162742542203e-08,0.09067603386938572,0.004185765646980144,12.175433337688446,5.245293266398221e-06,86.02225184440613
1.6825544834136963,1.6867900267243385,1.9321395872129443e-08,0.10644681751728058,0.003927656871383078,11.619027704000473,7.2250273319696134e-06,86.58379912376404
1.7757179737091064,1.709274761378765,2.2191237736279845e-08,0.11054325150325894,0.0037480949686141685,11.607697606086731,8.289789832360839e-06,86.56873106956482
1.8663973808288574,2.0625026896595955,2.9226318587483036e-08,0.11322943028062582,0.004637427628040314,11.477582901716232,1.0981815989907773e-05,86.34203672409058
1.9657299518585205,2.0288323330183227,3.587014232949004e-08,0.14743172511051447,0.004429272567246523,10.441004362166188,1.4896132860242654e-05,87.37828656305591
2.0890135765075684,14.162182807922363,0.7282627280801535,4.893607273697853,0.21940043661743402,48.817119002342224,0.021772160835098475,31.157654523849487
2.201688528060913,28.74891757965088,22.815459966659546,9.06682088971138,0.1903568860143423,35.67932844161987,0.0803421251475811,3.418773040175438
2.328892946243286,51.78763270378113,3.3507362008094788,2.905849926173687,0.2855931641533971,36.09640300273895,0.02298253821209073,5.55080771446228
2.4576711654663086,35.104912519454956,0.1971847377717495,1.0279136709868908,0.2172078238800168,30.86296021938324,0.008004991104826331,32.581815123558044
2.5716071128845215,24.665728191478742,0.11873839665135125,2.074613918341036,0.052011959095267006,37.291305499750706,0.015492175057529662,35.78211282385068
2.6933553218841553,16.68156385421753,0.036584166809916496,1.6857247799634933,0.06603752844966948,27.759242057800293,0.014184889732860029,53.7566602230072
2.806717872619629,22.33765870332718,0.6503574550151825,12.434577196836472,0.06256293854676187,25.565055012702942,0.1313098124228418,38.81847858428955
2.9221136569976807,19.69032648917121,0.9696675239899726,10.548291588033248,0.07119108656192284,34.70639172716239,0.12667742211864327,33.88745082766404
3.053734540939331,17.48206913471222,0.3265785286203027,8.955169469118118,0.04770343657582998,29.171201586723328,0.04948937566950917,43.96778643131256
3.1735148429870605,31.01450502872467,0.04748955834656954,4.564731940627098,0.011268162779742852,30.942389369010925,0.012864290329162031,33.406755328178406
3.291842222213745,25.859402171337734,0.004716718384874963,3.1334979464708534,0.004881889544721628,29.19379348717889,0.0032201720487475497,41.80048953297672
3.4059383869171143,15.822875499725342,0.008813793829176575,4.417231306433678,0.012061950110364705,32.701778411865234,0.006657920312136412,47.03058302402496
3.520827054977417,37.44621500052303,0.004578010975842087,2.9035992788433598,0.0038426870122151157,18.919235105468935,0.005634046801090236,40.71690086823111
3.636821985244751,36.92812841702273,0.03406749077171032,5.230182721029682,0.008139383620275699,36.033343436321225,0.022615179370503388,21.74352686068576
3.752448558807373,37.9854276197639,0.05356509298427785,7.497289628113553,0.007603466477483782,39.59756021528718,0.013684366246127636,14.84486432732769
3.859095811843872,48.99973273277283,0.043951315456070006,14.80230987071991,0.055182818323373795,23.77367615699768,1.2263907119631767,11.098764836788177
3.9916791915893555,0.5875817034393549,2.6625184545991942e-05,2.374354563653469,0.03966023214161396,0.00803376387921162,96.98909521102905,0.0012446835171431303
4.114154577255249,0.2340500010177493,4.737860592740617e-05,1.234919298440218,0.023328131646849215,0.003577406459953636,98.50332140922546,0.0007557507160527166
4.244271993637085,0.08435759227722883,2.9598123774121632e-05,1.5330089256167412,0.03723249246831983,0.0016496176613145508,98.34348559379578,0.00023948716716404306
4.363463640213013,0.004577850813777275,8.5475394342615e-08,0.6334562030784842,0.0071322464147326155,0.0003005162494543894,99.35450561588935,2.878007533375964e-05
4.469408273696899,0.00200666975752857,1.5313200232426523e-08,0.562710674492161,0.0056351054529862,0.00027300351838817604,99.4293570178364,1.8195383352078937e-05
4.589113473892212,0.0017234959159395657,4.6556200561376215e-08,0.1160993124358356,0.000894093591341516,3.673524417990848e-05,99.88124370574951,2.386584618818688e-06
4.693157911300659,0.0011860754462202014,5.812758435263871e-10,0.3122636210455154,0.003968074706696381,2.0139200260304953e-05,99.68255762069731,1.545821952684969e-07
4.814745664596558,0.0013810481505061034,2.176089847595944e-11,0.36043585278093815,0.002404741826467216,4.052474977811471e-06,99.63577389717102,2.3909466073668284e-08
4.949615240097046,0.0009430760308582019,5.534869767677206e-10,0.3439753754198775,0.0023950363874620097,4.967507448373515e-05,99.65263603047347,5.395753055117732e-07
5.063997983932495,0.003541500642139388,1.2325017314086909e-08,0.11153729699852502,0.0009742842596993919,3.308772594493856e-05,99.88390804721021,1.0359175392706824e-06
5.189890146255493,0.0019078061541767677,1.348114836155743e-08,0.4444515862407191,0.002725781230104619,0.00017487563847798783,99.55073589691352,6.9483577403708715e-06
5.299069166183472,0.0005190303454583045,1.5649705142894987e-08,0.1387023599818349,0.0004678256573242834,3.483805528503581e-05,99.860280752182,1.1534561750181638e-06
5.420239210128784,0.0001953105311258696,3.3024859160280667e-12,0.25878800079226494,0.001821926525735762,1.0207388356775482e-05,99.73918199539185,6.158017984425612e-08
5.52916145324707,0.0017629565263632685,4.86246026082382e-10,0.2046672161668539,0.0010218351235380396,3.08381856939377e-05,99.79251623153687,1.4449300422825218e-06
